,dialog,gameplan_prediction
2625,<<Commander>> take out the potato from the fridge <<Instruction>> <<Commander>> now go near the basin to find the knife <<Instruction>> <<Commander>> now slice the potato <<Instruction>> ,Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Potato
2626,<<Commander>> Cook 1 slice of Potato and serve on a Plate <<Instruction>> <<Commander>> multiple potatoes <<Instruction>> ,Open Fridge -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- Pickup Pan -- Place StoveBurner -- ToggleOff StoveKnob
2627,"<<Commander>> Cook one slice of potato <<Instruction>> <<Commander>> Next, clean a bowl <<Instruction>> ",Pickup Potato -- Place Pot -- ToggleOff StoveKnob -- ToggleOff StoveKnob -- ToggleOn StoveKnob -- ToggleOn StoveKnob -- Open Microwave -- Pickup Knife -- Close Microwave -- Slice Potato -- Place CounterTop -- Open Fridge -- Pickup Bowl -- Close Fridge -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
2628,<<Commander>> prepare coffe in clean mug <<Instruction>> <<Commander>> pour water in basin an fill with coffee <<Instruction>> <<Commander>> next we are making a salad <<Instruction>> ,Open Fridge -- Pickup Mug -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine
2629,<<Commander>> can I have three cooked potato slices in a bowl <<Instruction>> ,Pickup Potato -- Place CounterTop -- Pickup Knife
2630,<<Commander>> We need to make a slice of toast <<Instruction>> <<Commander>> find knife <<Instruction>> <<Commander>> FIND BREAD BESIDE STOVE <<Instruction>> <<Commander>> Yes. <<Affirm>> Slice the bread <<Instruction>> <<Commander>> We need to toast the bread <<Instruction>> ,Pickup Knife -- Slice Bread -- Place Stool -- Pickup BreadSliced
2631,<<Commander>> make a salad <<Instruction>> <<Commander>> 1 slice <<Instruction>> <<Commander>> slice potato <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Slice Tomato -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop
2632,<<Commander>> pls slice the tomato by the toaster <<Instruction>> <<Commander>> slice the potato in the sink <<Instruction>> <<Commander>> and cook one slice <<Instruction>> ,Pickup Spoon -- Place Stool -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Slice Potato -- Place Sink -- Pickup PotatoSliced
2633,"<<Commander>> hi, <<Greetings/Salutations>> you need to cook a slice of potato. <<Instruction>> <<Commander>> potato needs to be sliced using a knife <<Instruction>> <<Commander>> grab a knife. <<Instruction>> <<Commander>> the potato slice need to be cooked now. <<Instruction>> <<Commander>> take a slice and place it in the microwave. <<Instruction>> ",Open Microwave -- Pickup Knife -- Close Microwave -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pot
2634,<<Commander>> please slice the tomato on the table <<Instruction>> <<Commander>> put one slice on the plate <<Instruction>> ,Pickup ButterKnife -- Slice Tomato -- Slice Lettuce -- Place DiningTable -- Pickup Plate
2635,<<Commander>> slice bread <<Instruction>> <<Commander>> slice with knife <<Instruction>> <<Commander>> slice 2 slices <<Instruction>> <<Commander>> then slice lettuce <<Instruction>> <<Commander>> go toast the bread 2 slices also <<Instruction>> <<Commander>> use the plate next to the lettuce <<Instruction>> <<Commander>> clean first <<Instruction>> <<Commander>> after cleaning place all components on the plate <<Instruction>> ,Open Cabinet -- Pickup Bread -- Place CounterTop -- Open Fridge -- Pickup Knife -- Close Fridge -- Slice Bread -- Slice Lettuce -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Plate -- ToggleOff Faucet -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2636,<<Commander>> start by cleaning a mug <<Instruction>> <<Commander>> then make coffee <<Instruction>> <<Commander>> after the coffee slice the bread <<Instruction>> ,Pickup Mug -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place Mug -- Pickup Mug -- ToggleOff Faucet -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Slice Bread
2637,<<Commander>> clean the plate in the fridge <<Instruction>> <<Commander>> rinse with water <<Instruction>> <<Commander>> rinse with water <<Instruction>> ,Open Fridge -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
2638,<<Commander>> put all newspaper needs on one armchair <<Instruction>> ,Pickup RemoteControl -- Place CoffeeTable -- Pickup Newspaper
2639,<<Commander>> We must rinse the dirty bowl <<Instruction>> ,Pickup Pot -- ToggleOff Faucet -- Pour 
2640,<<Commander>> need to get knife by lettuce <<Instruction>> <<Commander>> yes now take it to microwave and put it down <<Instruction>> <<Commander>> need to find tomato in microwave <<Instruction>> ,Pickup Knife -- Slice Lettuce -- Place SideTable -- Pickup LettuceSliced -- Place SideTable -- Pickup Tomato -- Place SideTable -- Pickup Knife -- Slice Tomato
2641,<<Commander>> you need to clean all the cloths <<Instruction>> <<Commander>> go near the commode <<Instruction>> <<Commander>> pick up the cloth <<Instruction>> ,Pickup Towel -- Place CounterTop -- Pickup Cloth -- Place  -- ToggleOn Faucet -- Pickup Cloth -- Place 
2642,<<Commander>> i need some salt shakers set up on the dining table <<Instruction>> ,Pickup PepperShaker -- Place DiningTable -- Pickup SaltShaker -- Place DiningTable -- Pickup SaltShaker -- Place DiningTable
2643,<<Commander>> clean the mug and make coffee <<Instruction>> <<Commander>> get the lettuce <<Instruction>> <<Commander>> slice the lettuce and potato with a knife inseide the bin <<Instruction>> <<Commander>> slice the tomato <<Instruction>> <<Commander>> cook one slice of potato <<Instruction>> <<Commander>> wash the plate beside the lettuce <<Instruction>> <<Commander>> now put all the components on it <<Instruction>> ,Pickup Mug -- Pour Sink -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Slice Potato -- Slice Tomato -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Pickup PepperShaker -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- Pickup PotatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
2644,<<Commander>> lets make a sandwich <<Instruction>> <<Commander>> first lets slice some bread <<Instruction>> ,Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Place CounterTop -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Fridge -- Pickup Knife -- Slice Bread -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop
2645,<<Commander>> hello. <<Greetings/Salutations>> please serve one slice tomato in a bowl <<Instruction>> <<Commander>> your bowl can be found on counter by stove <<Instruction>> ,Open Cabinet -- Pickup Knife -- Close Cabinet -- Slice Tomato -- Place DiningTable -- Pickup Bowl -- Place CounterTop -- ToggleOff Faucet -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place DiningTable -- Pickup TomatoSliced -- Place Bowl
2646,"<<Commander>> Could you please boil a potato for me <<Instruction>> <<Commander>> and there is a pot on the stove already, <<InformationOnObjectDetails>> you may need to fill it with water <<Instruction>> <<Commander>> If that pot isnt working, you can try the one that is next to the sink <<Instruction>> <<Commander>> on the right <<Instruction>> ",Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup SprayBottle -- Place CounterTop -- Pickup Pot -- Place StoveBurner -- Pickup SprayBottle -- Place CounterTop -- Pickup SprayBottle -- Place CounterTop -- ToggleOff Faucet -- Pickup Pot -- Place StoveBurner -- Pickup Egg -- Place CounterTop -- Pickup CellPhone -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Pot -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Pot -- Place StoveBurner -- Pickup Potato -- Place Pot
2647,"<<Commander>> Today, you will need to put all the candles (2) on a single coffee table. <<Instruction>> ",Pickup RemoteControl -- Place ArmChair -- Pickup Candle -- Place CoffeeTable
2648,<<Commander>> first we will clean a mug <<Instruction>> <<Commander>> very good. <<FeedbackPositive>> please make coffee in mug then place mug on table.. <<Instruction>> <<Commander>> next we will make a sandwich <<Instruction>> <<Commander>> slice bread please <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place DiningTable -- Pickup Bread
2649,<<Commander>> the tableware is dirty.rinse with water <<Instruction>> <<Commander>> the tableware is dirty.rinse with water <<Instruction>> <<Commander>> clean all of them.4 in total <<Instruction>> <<Commander>> clean all of them.4 in total <<Instruction>> <<Commander>> behind you there are tablewares. <<InformationOnObjectDetails>> rinse with water <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Bread -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Fork -- Place Sink -- Pickup ButterKnife -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup ButterKnife -- Place CounterTop -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bowl -- Place Sink -- Pickup Cup -- Place Sink -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Fork -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Fork -- Place CounterTop -- Pickup ButterKnife -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup ButterKnife -- Place CounterTop -- Pickup Spatula -- Place Sink -- Pickup Spatula -- Place  -- Pickup Spatula -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Spatula -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Knife -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Knife -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup PaperTowelRoll -- Place CounterTop -- Pickup Plate -- Close Cabinet -- Place  -- ToggleOn Faucet -- Pickup Cup -- ToggleOff Faucet -- Place Sink -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop
2650,<<Commander>> cook 2 slices of potato and serve in a bowl <<Instruction>> <<Commander>> can you grab it from this position? <<Instruction>> ,Pickup Bowl -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup Mug -- Place DiningTable -- Pickup Potato -- Place DiningTable -- Pickup Knife -- Slice Potato
2651,<<Commander>> We need to water the plant <<Instruction>> <<Commander>> take container and place fill water <<Instruction>> <<Commander>> remove things from sink <<Instruction>> <<Commander>> fill container with water <<Instruction>> <<Commander>> remove the things from sink and keep them aside <<Instruction>> <<Commander>> place exactly in middle <<Instruction>> <<Commander>> pour water on the plant pot <<Instruction>> ,Pickup Bottle -- Place  -- ToggleOn Faucet -- Pickup Bottle -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup Bottle -- Place  -- Pickup Bottle -- Place CounterTop -- ToggleOff Faucet -- Pickup Bottle -- Pour HousePlant
2652,<<Commander>> boil potato in water <<Instruction>> ,Open Fridge -- Pickup Egg -- Place CounterTop -- Pickup Potato
2653,<<Commander>> today we need to put all watches  on side table <<Instruction>> ,Pickup Watch -- Place SideTable
2654,<<Commander>> slice bread first <<Instruction>> <<Commander>> toast bread <<Instruction>> <<Commander>> 2 slices <<Instruction>> <<Commander>> slice tomato next <<Instruction>> <<Commander>> one thing at a time <<Instruction>> <<Commander>> toast the bread first <<Instruction>> <<Commander>> go back <<Instruction>> <<Commander>> dont use that plate <<Instruction>> <<Commander>> follow direction please <<Instruction>> <<Commander>> go get plate in cabinet <<Instruction>> <<Commander>> place toast on plate <<Instruction>> <<Commander>> slice tomato next <<Instruction>> ,ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup Plate -- ToggleOn Faucet -- Place Plate -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Knife -- Slice Apple -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Close Cabinet -- Close Cabinet -- Place CounterTop -- Pickup PaperTowelRoll -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop
2655,"<<Commander>> Let's make a sandwich <<Instruction>> <<Commander>> grab the knife first <<Instruction>> <<Commander>> slice the bread <<Instruction>> <<Commander>> take 2 slices and toast <<Instruction>> <<Commander>> once slices are toasted, grab lettuce and slice <<Instruction>> ",Pickup Knife -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop
2656,<<Commander>> we shall boil potato in water <<Instruction>> <<Commander>> check in the cabints <<Instruction>> ,Pickup Pan -- Place StoveBurner -- Pickup Bowl -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- ToggleOff Microwave -- Open Microwave -- Pickup Knife -- Place DiningTable -- Pickup Mug -- Place DiningTable -- Pickup Fork -- Place DiningTable -- Open Cabinet -- Open Cabinet -- Pickup Bowl -- Place Microwave -- Pickup Bowl -- Place DiningTable -- Pickup Potato
2657,<<Commander>> take out the potato from the fridge <<Instruction>> <<Commander>> now go near the basin to find the knife <<Instruction>> <<Commander>> now slice the potato <<Instruction>> <<Commander>> take slices of potato and place them in a bowl of water <<Instruction>> <<Commander>> take 5 slices and place them in the water bowl on the stove <<Instruction>> <<Commander>> place the boiled slices on a plate <<Instruction>> <<Commander>> try placing it on the other burner <<Instruction>> <<Commander>> bowl to place the boiled slices is on the left side to the fridge <<Instruction>> <<Commander>> drain the water from the vessel <<Instruction>> ,Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Pot -- Place StoveBurner -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place DiningTable -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Open Fridge -- Close Fridge -- Place StoveBurner -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- ToggleOff StoveKnob -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Place StoveBurner -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- ToggleOn StoveKnob -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Place Pot -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Pickup Apple -- Place DiningTable -- Pickup Egg -- Place DiningTable -- Pickup Pan -- Place DiningTable -- Pickup Bowl -- Place DiningTable -- Pickup Pot -- Place StoveBurner -- Pickup Pot -- Pour  -- Place StoveBurner -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl -- Pickup Pot -- Place StoveBurner -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl
2658,<<Commander>> clean all mugs <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug
2659,"<<Commander>> First, slice the bread <<Instruction>> ",ToggleOff Faucet -- Pickup Cup -- Place CounterTop -- Open Cabinet -- Pickup Bread -- Place CounterTop -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop
2660,<<Commander>> please slice the lettuce <<Instruction>> <<Commander>> place 3 slices on this pan <<Instruction>> <<Commander>> place on the plate on the table <<Instruction>> <<Commander>> try to put it back where it was <<Instruction>> <<Commander>> get the plate on the white table <<Instruction>> ,Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup WineBottle -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place DiningTable -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
2661,<<Commander>> place all the remote controls on single armchair <<Instruction>> ,Pickup RemoteControl -- Place ArmChair -- Pickup RemoteControl -- Place ArmChair -- Pickup RemoteControl -- Place ArmChair
2662,<<Commander>> Hi <<Greetings/Salutations>> first we need the lettuce on the kitchen table <<Instruction>> <<Commander>> We will need to slice it with the knife there <<Instruction>> <<Commander>> Slice with the knife that was on the table. <<Instruction>> <<Commander>> Hold on to the knife <<Instruction>> <<Commander>> Yoiu need it to slice the tomato in the fidge <<Instruction>> <<Commander>> You can slice in the fridge <<Instruction>> <<Commander>> bring 1 slice back to the table <<Instruction>> <<Commander>> place the knife on the table. <<Instruction>> You will need it for the potato there. <<InformationOther>> <<Commander>> You need to slice it and cook 2 of the slices. <<Instruction>> ,Pickup Knife -- Slice Lettuce -- Open Fridge -- Slice Tomato -- Place Fridge -- Pickup TomatoSliced -- Place Fridge -- Pickup TomatoSliced -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable
2663,<<Commander>> so we are preparing coffee in a clean mug <<Instruction>> <<Commander>> turn right <<Instruction>> <<Commander>> stop <<Instruction>> ,Pickup Mug -- Place CoffeeMachine
2664,<<Commander>> Please make coffee in a cleanmug <<Instruction>> <<Commander>> Let's make a salad now start with lettuce <<Instruction>> ,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Lettuce -- Place CounterTop -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Knife
2665,<<Commander>> you need to slice a tomato <<Instruction>> <<Commander>> place one slice of tomato in clean plate <<Instruction>> ,Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Slice Bread -- Place CounterTop -- Open Fridge -- Pickup Plate -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place Plate
2666,<<Commander>> make a slice of lettuce <<Instruction>> <<Commander>> hold on let me direct you <<Instruction>> <<Commander>> make a slice of tomato <<Instruction>> <<Commander>> twice <<Instruction>> <<Commander>> cook a slice of potato <<Instruction>> <<Commander>> Place all the items on a plate <<Instruction>> ,Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Mug -- Pour Sink -- Place CounterTop -- Pickup Pan -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Kettle -- Place StoveBurner -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place Plate
2667,"<<Commander>> please clean the mug on the stove and make coffee <<Instruction>> <<Commander>> now slice a tomato, lettuce and potato <<Instruction>> ",Pickup Mug -- Pour  -- ToggleOff Faucet -- ToggleOn Faucet -- Place CounterTop -- Pickup Tomato -- Place  -- Pickup Mug -- Place  -- ToggleOff Faucet -- ToggleOn Faucet -- Pickup DishSponge -- ToggleOff Faucet -- Place CounterTop -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Potato -- Place DiningTable -- Pickup Tomato -- Place DiningTable
2668,<<Commander>> Prepare coffee in clean mug <<Instruction>> <<Commander>> We need to make sandwich <<Instruction>> <<Commander>> Toast 2 slices <<Instruction>> <<Commander>> Take small slice <<Instruction>> <<Commander>> Slice tomato <<Instruction>> <<Commander>> Place 2 slices of bread and tomato slice on plate <<Instruction>> ,Pickup Bowl -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- ToggleOn Toaster -- Place DiningTable -- Pickup BreadSliced -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Place DiningTable -- Pickup Egg -- Place DiningTable
2669,<<Commander>> can you please make a slice of lettuce? <<Instruction>> ,Pickup ButterKnife -- Slice Lettuce -- Place DiningTable -- Pickup LettuceSliced -- Place CounterTop
2670,<<Commander>> could you please put all the candles onto the coffee table <<Instruction>> ,Pickup Candle -- Place CoffeeTable -- Pickup Candle -- Place CoffeeTable -- Pickup Candle
2671,<<Commander>> We are going to make a salad <<Instruction>> <<Commander>> Take the lettuce out of the sink <<InformationOnObjectDetails>> and place on the counter. <<Instruction>> <<Commander>> Pick up the knife <<Instruction>> <<Commander>> Slice the lettuce <<Instruction>> <<Commander>> Open the fridge and find a tomato <<Instruction>> <<Commander>> Place it on the counter and slice it with the knife <<Instruction>> <<Commander>> We need to place the sliced tomato and lettuce on the plate <<Instruction>> <<Commander>> Now place the plate on the counter. <<Instruction>> <<Commander>> Place the tomato on the plate <<Instruction>> <<Commander>> Same with the lettuce <<Instruction>> ,ToggleOff Faucet -- Pickup Lettuce -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place CounterTop
2672,<<Commander>> make a plate of toast please <<Instruction>> <<Commander>> Just need to toast the slice of bread <<Instruction>> <<Commander>> then put on clean plate <<Instruction>> ,Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Pickup Plate -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place Plate
2673,"<<Commander>> Hi, <<Greetings/Salutations>> can you slice a lettuce <<Instruction>> <<Commander>> now can you slice tomato <<Instruction>> <<Commander>> can you now slice and  cook 2 slice of potato? <<Instruction>> ",Open Fridge -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Microwave -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop
2674,<<Commander>> slice a bread <<Instruction>> <<Commander>> toast it <<Instruction>> ,ToggleOn LightSwitch -- Open Fridge -- Open Cabinet -- Pickup Bread -- Place DiningTable -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup ButterKnife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place DiningTable
2675,<<Commander>> hi <<Greetings/Salutations>> please place the mugs in a cabinet <<Instruction>> <<Commander>> just place them into a single cabinet <<Instruction>> <<Commander>> just try putting it in the cabinet and ill see if it marks it <<Instruction>> ,Pickup Mug -- Open Cabinet -- Open Cabinet -- Place CounterTop -- Pickup Egg
